TARGET;NAME_CONTRACT_TYPE;CODE_GENDER;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;AMT_CREDIT;NAME_INCOME_TYPE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;ORGANIZATION_TYPE;REGION_RATING_CLIENT;OCCUPATION_TYPE;APARTMENTS_AVG;BASEMENTAREA_AVG;YEARS_BUILD_AVG;COMMONAREA_AVG;ENTRANCES_AVG;LANDAREA_AVG
0;Cash loans;F;Y;0;135000;343800;Commercial associate;Secondary / secondary special;Married;House / apartment;Medicine;2;Medicine staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;247500;450000;State servant;Secondary / secondary special;Married;Rented apartment;Government;2;Drivers;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;Y;2;126000;270000;State servant;Secondary / secondary special;Married;House / apartment;Other;2;Medicine staff;0.0794;0.063;0.6532;0.0493;0.1379;0.0554
0;Cash loans;F;Y;0;45000;225000;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Laborers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;2;216000;515529;Working;Secondary / secondary special;Married;House / apartment;Self-employed;3;Laborers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;1;90000;234000;Working;Secondary / secondary special;Separated;House / apartment;Restaurant;1;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;2;135000;381528;Working;Secondary / secondary special;Civil marriage;House / apartment;Construction;1;NA;NA;NA;NA;NA;NA;NA
1;Cash loans;F;Y;0;58500;976500;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;3;NA;0.1485;0.1308;0.7959999999999999;0.114;0.1724;0.2338
0;Cash loans;F;N;1;67500;171000;Working;Secondary / secondary special;Married;House / apartment;Government;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;135000;97038;Working;Secondary / secondary special;Married;House / apartment;Transport: type 3;2;Drivers;0.0825;0;0.6804;0.0065;0.1379;0.0549
0;Cash loans;F;Y;2;121500;58500;Working;Incomplete higher;Married;House / apartment;Bank;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;315000;1066752;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Drivers;0.0082;0;0.4696;0.0014;0.069;0.0158
0;Cash loans;F;Y;0;67500;221832;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;90000;135000;Working;Secondary / secondary special;Civil marriage;With parents;Business Entity Type 1;2;NA;0.0268;0;0.5988;0.0133;0.0345;0.0089
0;Cash loans;F;N;0;85500;630000;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;2;NA;0.0227;NA;NA;NA;0.1034;NA
0;Cash loans;F;N;0;90000;508495.5;Working;Secondary / secondary special;Married;House / apartment;Medicine;3;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;225000;1417077;Commercial associate;Higher education;Separated;House / apartment;Other;1;Laborers;0.0144;0.0077;0;0.0036;0.069;0.0174
0;Revolving loans;F;Y;0;112500;225000;Working;Secondary / secondary special;Separated;House / apartment;Business Entity Type 2;3;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;90000;679500;Working;Higher education;Married;House / apartment;Kindergarten;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;540000;2020347;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 3;3;Managers;0.1649;0.1185;0.8572;0.0808;0.1379;0.076
0;Cash loans;M;Y;2;112500;253737;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;180000;808650;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.034;0.0348;0.6940000000000001;0.0033;0.069;0.0468
0;Revolving loans;M;Y;1;225000;270000;Working;Higher education;Married;House / apartment;Transport: type 4;2;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;90000;291915;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;3;NA;0.1031;0.0915;0.7144;0.0109;0.2069;0.0703
0;Cash loans;F;Y;0;202500;675000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;171000;500490;Working;Secondary / secondary special;Single / not married;House / apartment;Industry: type 9;2;Laborers;0.0165;0;0.6396;0.0069;0.069;NA
0;Cash loans;F;Y;1;112500;675000;Commercial associate;Secondary / secondary special;Separated;House / apartment;Business Entity Type 3;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;225000;816660;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;1;NA;0.2577;0;0.7076;0.1241;0.2414;0
0;Cash loans;M;Y;1;180000;432567;Working;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;292500;324000;Working;Secondary / secondary special;Civil marriage;House / apartment;Medicine;2;Medicine staff;0.4082;0.2858;0.8028;0.0631;0.3793;0.2004
0;Cash loans;F;N;0;193500;1280794.5;Working;Secondary / secondary special;Married;Municipal apartment;Business Entity Type 3;2;NA;0.234;0.1617;0.728;0.1017;0.2069;0.0892
0;Cash loans;F;Y;0;202500;1218447;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 3;2;Managers;0.2247;0.2374;0.8708;NA;0.1724;0.0999
1;Cash loans;F;N;1;112500;113760;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;225000;976077;Commercial associate;Secondary / secondary special;Married;Municipal apartment;Transport: type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;1;67500;414229.5;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Managers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;112500;184500;Working;Secondary / secondary special;Civil marriage;With parents;Business Entity Type 2;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;225000;67500;Commercial associate;Higher education;Married;House / apartment;Bank;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;292500;720000;State servant;Secondary / secondary special;Married;With parents;Business Entity Type 3;3;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;99000;1125000;Working;Higher education;Married;House / apartment;Transport: type 4;2;Laborers;0.0825;0.1351;NA;NA;0.2759;0.1188
0;Cash loans;F;Y;0;81000;110331;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;Laborers;0.0412;0.001;NA;NA;0.0345;NA
0;Cash loans;F;Y;0;135000;1350000;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.1526;0.1481;0.7552;0.0774;0.1379;0.1012
0;Revolving loans;M;Y;1;450000;157500;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;Managers;NA;NA;NA;NA;NA;NA
1;Cash loans;F;N;1;94500;189621;Working;Secondary / secondary special;Single / not married;House / apartment;Self-employed;3;Cooking staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;90000;625536;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
1;Cash loans;F;N;1;112500;101880;Working;Higher education;Separated;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;90000;109453.5;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;180000;241618.5;Commercial associate;Incomplete higher;Married;House / apartment;Business Entity Type 3;1;Laborers;0.134;0.0739;0.9456;0.0423;0.069;NA
0;Cash loans;M;Y;0;157500;291384;Working;Secondary / secondary special;Married;House / apartment;Self-employed;3;Laborers;0.0825;0.0684;0.6464;0.0071;0.1379;0.0782
0;Cash loans;F;Y;0;126000;171841.5;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
1;Cash loans;F;N;0;157500;495000;Commercial associate;Secondary / secondary special;Married;House / apartment;Trade: type 7;2;Sales staff;0.1237;0.1166;NA;NA;0.2069;0
0;Cash loans;M;N;0;225000;891072;State servant;Secondary / secondary special;Married;House / apartment;Police;2;Core staff;NA;NA;NA;NA;NA;NA
0;Revolving loans;M;N;1;72000;225000;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Business Entity Type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;3;31500;808650;Working;Secondary / secondary special;Married;House / apartment;Government;2;Cleaning staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;135000;273636;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;Laborers;0.1758;0.0486;NA;NA;0.0345;0.0647
0;Cash loans;M;Y;0;126000;270000;Working;Higher education;Married;House / apartment;Electricity;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;90000;135000;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;High skill tech staff;0.1567;0.0213;0.7416;NA;0.0345;0.0635
0;Cash loans;M;Y;0;225000;862560;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 2;2;Laborers;0.1227;0.1108;0.7756;0.0216;0.1379;0.0865
0;Cash loans;F;N;2;90000;528633;Working;Secondary / secondary special;Married;House / apartment;Other;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;157500;675000;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Transport: type 3;2;Drivers;0.0784;NA;NA;NA;0.1379;NA
0;Cash loans;M;N;0;76500;337500;Working;Secondary / secondary special;Single / not married;House / apartment;Other;2;Medicine staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;126000;254700;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;3;NA;0.0794;0.0219;0.7756;0.0375;0.0345;0.0415
0;Cash loans;F;Y;0;135000;376920;Working;Secondary / secondary special;Married;House / apartment;Trade: type 7;3;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;180000;900000;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;Other;2;Security staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;90000;331920;Working;Higher education;Married;House / apartment;Business Entity Type 1;2;NA;0.0835;0.13;NA;NA;0.3448;0.027
0;Cash loans;F;Y;0;180000;562491;Working;Secondary / secondary special;Civil marriage;House / apartment;Business Entity Type 3;3;Laborers;0.0701;0.0638;0.7076;0.0289;0.1379;0.0652
0;Cash loans;F;Y;1;202500;1293502.5;Working;Higher education;Married;House / apartment;Self-employed;2;Laborers;0.1485;0.1109;0.8096;0.0684;0.1379;0.1277
1;Cash loans;F;Y;0;112500;610335;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.1485;0.1045;NA;NA;0.1379;0.0221
0;Cash loans;F;N;1;180000;675000;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Managers;0.1021;NA;NA;NA;0.0862;NA
0;Cash loans;M;Y;0;247500;1724688;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;1;72000;341280;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
1;Cash loans;F;N;0;90000;1005120;State servant;Secondary / secondary special;Civil marriage;House / apartment;Medicine;3;Secretaries;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;157500;414792;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;720000;State servant;Higher education;Married;House / apartment;Kindergarten;2;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;225000;1407469.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;3;NA;NA;NA;NA;NA;0.1034;NA
0;Cash loans;M;N;0;135000;405000;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;103500;755190;Working;Higher education;Married;House / apartment;School;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;45000;112500;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Cleaning staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;216000;592560;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;0.0397;0;0.83;NA;0.0517;0.0572
0;Cash loans;F;Y;0;517500;1054773;Commercial associate;Higher education;Married;House / apartment;Business Entity Type 3;1;Managers;0.1144;0.0516;0.8572;0.0247;0.0345;0.1053
0;Cash loans;F;N;0;225000;1575000;Working;Higher education;Married;House / apartment;Government;2;Managers;0.0825;0.0608;0.6464;0.0097;0.1379;0.0462
0;Cash loans;F;N;0;99000;552555;Commercial associate;Higher education;Married;House / apartment;Government;2;High skill tech staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;162000;284400;Commercial associate;Higher education;Married;House / apartment;Self-employed;3;Accountants;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;202500;280170;Working;Incomplete higher;Single / not married;With parents;Other;2;NA;0.034;0.0894;0.8028;0.0074;0.0345;0.0061
0;Cash loans;M;N;0;292500;1078200;Working;Secondary / secondary special;Married;Rented apartment;Business Entity Type 3;1;Laborers;0.0567;0.0562;0.7892;0.027;0.1379;0.0434
1;Cash loans;M;Y;0;112500;787500;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Drivers;0.066;0;0.66;0.0056;0.1379;0.0317
0;Cash loans;F;Y;0;180000;1288350;Commercial associate;Higher education;Single / not married;House / apartment;Business Entity Type 3;2;Accountants;0.0464;NA;NA;NA;0.0345;0
0;Cash loans;M;N;3;270000;1288350;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 2;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;211500;497520;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;1;Laborers;0.2309;0.115;0.8572;0.1219;0.1379;0
0;Cash loans;F;Y;2;202500;981000;Commercial associate;Secondary / secondary special;Married;House / apartment;Self-employed;2;Private service staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;598486.5;Pensioner;Secondary / secondary special;Single / not married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;121500;239850;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;0;180000;938304;Working;Secondary / secondary special;Civil marriage;House / apartment;Trade: type 3;2;Sales staff;0.1031;0.0238;0.7076;NA;0.2069;0.1277
0;Cash loans;F;Y;0;153000;454500;Pensioner;Secondary / secondary special;Separated;House / apartment;XNA;2;NA;0.0825;0.0738;0.7484;0.0305;0.1379;0.0431
0;Cash loans;F;Y;0;157500;481176;Working;Secondary / secondary special;Single / not married;House / apartment;Self-employed;2;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;N;1;157500;415408.5;Working;Secondary / secondary special;Separated;House / apartment;Insurance;2;Core staff;NA;NA;NA;NA;NA;NA
1;Cash loans;M;Y;0;225000;1314117;State servant;Secondary / secondary special;Married;House / apartment;Housing;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;225000;679500;Working;Secondary / secondary special;Married;House / apartment;Other;1;Medicine staff;0.0773;0.0859;NA;NA;0.1724;NA
1;Cash loans;F;Y;1;90000;405000;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;High skill tech staff;NA;NA;NA;NA;NA;NA
1;Cash loans;F;N;2;337500;675000;State servant;Secondary / secondary special;Married;House / apartment;Kindergarten;1;Core staff;0.0526;0.119;0.7824;NA;0.0345;0.0601
0;Cash loans;F;Y;0;135000;199152;Working;Secondary / secondary special;Single / not married;Rented apartment;Postal;2;Laborers;NA;NA;NA;NA;NA;NA
0;Revolving loans;M;N;0;193500;900000;Working;Higher education;Single / not married;With parents;Business Entity Type 1;2;High skill tech staff;0.4536;0.2995;NA;NA;0.3793;0.0665
0;Cash loans;F;Y;0;112500;490495.5;Working;Secondary / secondary special;Single / not married;With parents;Business Entity Type 3;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;2;67500;188685;Working;Higher education;Married;House / apartment;Other;2;High skill tech staff;0.0371;0.0811;0.6464;0.0524;0.1379;0.0363
0;Revolving loans;F;Y;0;157500;202500;Working;Secondary / secondary special;Widow;House / apartment;Self-employed;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;3;126000;629325;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;112500;592560;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;3;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;247500;781920;Working;Secondary / secondary special;Married;House / apartment;Construction;2;Laborers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;157500;101880;Working;Secondary / secondary special;Separated;House / apartment;Business Entity Type 1;2;Sales staff;NA;NA;NA;NA;0.0862;0.0135
0;Cash loans;F;Y;0;90000;276277.5;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Revolving loans;F;N;0;112500;270000;Working;Secondary / secondary special;Civil marriage;House / apartment;Self-employed;2;Private service staff;0.0732;0.0617;0.83;0.0225;0.069;0.07400000000000001
0;Cash loans;M;N;0;135000;1236816;State servant;Secondary / secondary special;Married;House / apartment;Security Ministries;3;Core staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;2;225000;270000;Working;Secondary / secondary special;Married;House / apartment;Trade: type 7;2;Drivers;0.2876;0.2555;0.8096;0.0436;0.6207;0.2761
0;Cash loans;F;Y;0;135000;270000;Working;Secondary / secondary special;Married;House / apartment;Services;2;Sales staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;225000;330048;Commercial associate;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Drivers;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;1;112500;254799;Working;Secondary / secondary special;Married;House / apartment;Business Entity Type 3;2;Laborers;0.1144;0.0775;NA;NA;0.1379;0.063
0;Cash loans;F;N;0;112500;900000;Working;Secondary / secondary special;Married;House / apartment;Self-employed;2;Laborers;0.2784;NA;NA;NA;0.069;0.0574
0;Cash loans;M;N;2;292500;422892;State servant;Higher education;Married;House / apartment;Police;2;Core staff;0.0082;NA;NA;NA;0.0345;NA
1;Cash loans;M;N;0;225000;284400;Working;Higher education;Single / not married;House / apartment;Construction;1;Drivers;0.1845;0.1333;0.8028;0.1175;0.1724;0.0426
0;Cash loans;F;N;0;67500;159264;Pensioner;Secondary / secondary special;Widow;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;M;Y;0;157500;254700;Pensioner;Secondary / secondary special;Married;House / apartment;XNA;2;NA;0.0825;0.0262;0.8572;0.0175;0.069;0.0429
1;Revolving loans;M;N;0;135000;180000;Working;Secondary / secondary special;Single / not married;With parents;Self-employed;2;Private service staff;NA;NA;NA;NA;NA;NA
0;Cash loans;M;N;0;202500;457834.5;Working;Higher education;Single / not married;House / apartment;Other;2;Accountants;0.268;0.1671;0.9728;0.4076;0.2069;NA
0;Cash loans;F;Y;0;54994.5;238716;Pensioner;Higher education;Single / not married;House / apartment;XNA;2;NA;NA;NA;NA;NA;NA;NA
0;Cash loans;F;Y;0;135000;178290;Working;Secondary / secondary special;Single / not married;House / apartment;Business Entity Type 3;2;NA;0.1649;0.0887;0.8776;NA;0.1379;0.0939
